model,site,channel,c0,c1,c2,lam_fit,lam_reg,original_prelu_slope
ijbc_calibrated,prelu,0,0.042641568928956985,0.4998282194137573,0.9966621994972229,0.632544755935669,0.37952685356140137,0.0031538703478872776
ijbc_calibrated,prelu,1,0.00010854877473320812,0.5,12.315820693969727,0.05000000074505806,0.029999999329447746,-2.1622552910924428e-18
ijbc_calibrated,prelu,2,0.00010854870197363198,0.5,12.315820693969727,0.05000000074505806,0.029999999329447746,2.1181648356358862e-16
ijbc_calibrated,prelu,3,0.00010854878200916573,0.5,12.315820693969727,0.05000000074505806,0.029999999329447746,-4.9446065020219976e-09
ijbc_calibrated,prelu,4,0.02464008517563343,0.8735448122024536,0.09970736503601074,1.670960783958435,1.002576470375061,0.7494625449180603
ijbc_calibrated,prelu,5,0.04023642838001251,0.47403332591056824,0.7226577997207642,0.8435119986534119,0.5061072111129761,-0.04896882176399231
ijbc_calibrated,prelu,6,0.07391081750392914,0.47889456152915955,0.49601250886917114,1.2530437707901,0.751826286315918,-0.03561968728899956
ijbc_calibrated,prelu,7,0.0001085461990442127,0.5,12.315820693969727,0.05000000074505806,0.029999999329447746,1.2336398179033092e-12
ijbc_calibrated,prelu,8,0.00010854872380150482,0.5,12.315820693969727,0.05000000074505806,0.029999999329447746,-2.939614750727916e-20
ijbc_calibrated,prelu,9,0.00010854884749278426,0.5,12.315820693969727,0.05000000074505806,0.029999999329447746,3.335986290890116e-21
ijbc_calibrated,prelu,10,0.00010854865831788629,0.5,12.315820693969727,0.05000000074505806,0.029999999329447746,2.0249859092101867e-18
ijbc_calibrated,prelu,11,0.00010854888387257233,0.5,12.315820693969727,0.05000000074505806,0.029999999329447746,3.5087217976303617e-19
ijbc_calibrated,prelu,12,0.00010854870197363198,0.5,12.315820693969727,0.05000000074505806,0.029999999329447746,-9.646666806833147e-15
ijbc_calibrated,prelu,13,0.040444787591695786,0.614078938961029,0.6029943823814392,0.8137036561965942,0.4882221817970276,0.22898082435131073
ijbc_calibrated,prelu,14,0.0638153925538063,0.5088241100311279,0.3411066234111786,1.6119117736816406,0.9671470522880554,0.019417764618992805
ijbc_calibrated,prelu,15,0.06345023959875107,0.50699782371521,0.5655514001846313,0.939650297164917,0.5637902021408081,0.01487992238253355
ijbc_calibrated,prelu,16,0.00010854884021682665,0.5,12.315820693969727,0.05000000074505806,0.029999999329447746,-2.3903931516006398e-17
ijbc_calibrated,prelu,17,0.00010854889842448756,0.5,12.315820693969727,0.05000000074505806,0.029999999329447746,8.370335736116595e-22
ijbc_calibrated,prelu,18,0.06014459580183029,0.5397538542747498,0.32284536957740784,1.670960783958435,1.002576470375061,0.08472256362438202
ijbc_calibrated,prelu,19,0.00010854890570044518,0.5,12.315820693969727,0.05000000074505806,0.029999999329447746,6.546173325627791e-12
ijbc_calibrated,prelu,20,0.00010854889842448756,0.5,12.315820693969727,0.05000000074505806,0.029999999329447746,-5.111619463938548e-19
ijbc_calibrated,prelu,21,0.00010854875290533528,0.5,12.315820693969727,0.05000000074505806,0.029999999329447746,3.2308155360972124e-16
ijbc_calibrated,prelu,22,0.07255393266677856,0.4235357940196991,0.39657798409461975,1.732172966003418,1.0393037796020508,-0.1498381644487381
ijbc_calibrated,prelu,23,0.00010854888387257233,0.5,12.315820693969727,0.05000000074505806,0.029999999329447746,1.4836669975633535e-22
ijbc_calibrated,prelu,24,0.00010854892752831802,0.5,12.315820693969727,0.05000000074505806,0.029999999329447746,4.347912555689776e-19
ijbc_calibrated,prelu,25,0.08432605117559433,0.5547035336494446,0.3207938075065613,1.5,0.8999999761581421,0.11637295037508011
ijbc_calibrated,prelu,26,0.06526059657335281,0.5331111550331116,0.30213379859924316,1.7956275939941406,1.0773764848709106,0.07303769886493683
ijbc_calibrated,prelu,27,0.00010854867286980152,0.5,12.315820693969727,0.05000000074505806,0.029999999329447746,-2.1602550730516487e-21
ijbc_calibrated,prelu,28,0.00010854892752831802,0.5,12.315820693969727,0.05000000074505806,0.029999999329447746,-3.291601770431663e-22
ijbc_calibrated,prelu,29,0.00010854851279873401,0.5,12.315820693969727,0.05000000074505806,0.029999999329447746,1.2212738085705236e-16
ijbc_calibrated,prelu,30,0.02820424735546112,0.5485042929649353,1.4928210973739624,0.331010103225708,0.19860605895519257,0.09835506230592728
ijbc_calibrated,prelu,31,0.00010854860011022538,0.5,12.315820693969727,0.05000000074505806,0.029999999329447746,6.163429864021935e-18
ijbc_calibrated,prelu,32,0.00010854889114852995,0.5,12.315820693969727,0.05000000074505806,0.029999999329447746,-2.2233992548834473e-23
ijbc_calibrated,prelu,33,0.00010854890570044518,0.5,12.315820693969727,0.05000000074505806,0.029999999329447746,-5.746270686992561e-19
ijbc_calibrated,prelu,34,0.07937343418598175,0.4967191815376282,0.5122853517532349,1.298946499824524,0.7793678641319275,0.005735073704272509
ijbc_calibrated,prelu,35,0.00010854890570044518,0.5,12.315820693969727,0.05000000074505806,0.029999999329447746,1.0065127489690647e-18
ijbc_calibrated,prelu,36,0.00010854891297640279,0.5,12.315820693969727,0.05000000074505806,0.029999999329447746,-1.8260752339491898e-13
ijbc_calibrated,prelu,37,0.00010854870924958959,0.5,12.315820693969727,0.05000000074505806,0.029999999329447746,8.27422304388258e-20
ijbc_calibrated,prelu,38,0.06546788662672043,0.45077911019325256,0.37844499945640564,1.732172966003418,1.0393037796020508,-0.09439460933208466
ijbc_calibrated,prelu,39,0.00010854889842448756,0.5,12.315820693969727,0.05000000074505806,0.029999999329447746,1.618336604700576e-19
ijbc_calibrated,prelu,40,0.06126607209444046,0.507404088973999,0.6267105340957642,1.0467458963394165,0.628047525882721,0.019084976986050606
ijbc_calibrated,prelu,41,0.04863331466913223,0.48883143067359924,0.6573991775512695,0.9064446091651917,0.543866753578186,-0.02058861218392849
ijbc_calibrated,prelu,42,0.00010854889842448756,0.5,12.315820693969727,0.05000000074505806,0.029999999329447746,-6.70503660645111e-19
ijbc_calibrated,prelu,43,0.06482716649770737,0.4208564758300781,0.386623352766037,1.7956275939941406,1.0773764848709106,-0.1500106304883957
ijbc_calibrated,prelu,44,0.05657394975423813,0.6422370672225952,0.30360928177833557,1.2530437707901,0.751826286315918,0.28924766182899475
ijbc_calibrated,prelu,45,0.00010854866559384391,0.5,12.315820693969727,0.05000000074505806,0.029999999329447746,1.0766940856759321e-16
ijbc_calibrated,prelu,46,0.00010854884749278426,0.5,12.315820693969727,0.05000000074505806,0.029999999329447746,-7.088055092769488e-20
ijbc_calibrated,prelu,47,0.04109260067343712,0.4780787527561188,1.1027966737747192,0.6101916432380676,0.3661149740219116,-0.04337996989488602
ijbc_calibrated,prelu,48,0.00011455496132839471,0.4999939799308777,12.31212043762207,0.05000000074505806,0.029999999329447746,-1.2036926818836946e-05
ijbc_calibrated,prelu,49,0.0001085488693206571,0.5,12.315820693969727,0.05000000074505806,0.029999999329447746,-6.743025134576549e-20
ijbc_calibrated,prelu,50,0.05309391766786575,0.5032080411911011,0.6914206743240356,0.939650297164917,0.5637902021408081,0.012137285433709621
ijbc_calibrated,prelu,51,0.0001085489202523604,0.5,12.315820693969727,0.05000000074505806,0.029999999329447746,-5.666471539323805e-20
ijbc_calibrated,prelu,52,0.0673842802643776,0.4356628656387329,0.5296407341957092,1.2530437707901,0.751826286315918,-0.12213321775197983
ijbc_calibrated,prelu,53,0.06150652840733528,0.5995733737945557,0.5811618566513062,0.632544755935669,0.37952685356140137,0.20308728516101837
ijbc_calibrated,prelu,54,0.00010854868014575914,0.5,12.315820693969727,0.05000000074505806,0.029999999329447746,9.440966364369878e-17
ijbc_calibrated,prelu,55,0.00010854889842448756,0.5,12.315820693969727,0.05000000074505806,0.029999999329447746,2.816076683336314e-19
ijbc_calibrated,prelu,56,0.00010854885476874188,0.5,12.315820693969727,0.05000000074505806,0.029999999329447746,4.247428254308097e-21
ijbc_calibrated,prelu,57,0.00010854889114852995,0.5,12.315820693969727,0.05000000074505806,0.029999999329447746,-1.0504569632675241e-22
ijbc_calibrated,prelu,58,0.00010854886204469949,0.5,12.315820693969727,0.05000000074505806,0.029999999329447746,2.1438361639324855e-23
ijbc_calibrated,prelu,59,0.11630609631538391,0.31776106357574463,0.3941390812397003,2.000282049179077,1.200169324874878,-0.3655894994735718
ijbc_calibrated,prelu,60,0.00010854889842448756,0.5,12.315820693969727,0.05000000074505806,0.029999999329447746,1.425281066939667e-21
ijbc_calibrated,prelu,61,0.00010854868742171675,0.5,12.315820693969727,0.05000000074505806,0.029999999329447746,3.0312089101779127e-13
ijbc_calibrated,prelu,62,0.00010837294394150376,0.5,12.315820693969727,0.05000000074505806,0.029999999329447746,4.5629602318797424e-09
ijbc_calibrated,prelu,63,0.06450416892766953,0.5229791402816772,0.5925094485282898,0.9740724563598633,0.5844434499740601,0.04979860037565231
ijbc_calibrated,layer1.0.prelu,0,0.06619632989168167,0.45770975947380066,0.4826931655406952,1.2530437707901,0.751826286315918,-0.08390965312719345
